ID,X,Y,Z
12624,486.00,30.00,9.00
12625,487.00,12.00,9.00
12626,487.00,13.00,8.00
12627,487.00,14.00,7.00
12628,487.00,15.00,6.00
12629,487.00,16.00,5.00
12630,487.00,17.00,4.00
12631,487.00,18.00,3.00
12632,487.00,19.00,2.00
12633,487.00,20.00,1.00
12634,487.00,21.00,0.00
12635,487.00,22.00,1.00
12636,487.00,23.00,2.00
12637,487.00,24.00,2.83
12638,487.00,25.00,3.83
12639,487.00,26.00,4.83
12640,487.00,27.00,5.83
12641,487.00,28.00,6.83
12642,487.00,29.00,7.83
12643,487.00,30.00,8.49
12644,488.00,13.00,8.00
12645,488.00,14.00,7.00
12646,488.00,15.00,6.00
12647,488.00,16.00,5.00
12648,488.00,17.00,4.00
12649,488.00,18.00,3.00
12650,488.00,19.00,2.00
12651,488.00,20.00,1.00
12652,488.00,21.00,0.00
12653,488.00,22.00,1.00
12654,488.00,23.00,1.41
12655,488.00,24.00,2.41
12656,488.00,25.00,3.41
12657,488.00,26.00,4.41
12658,488.00,27.00,5.41
12659,488.00,28.00,6.41
12660,488.00,29.00,7.07
12661,488.00,30.00,8.07
12662,488.00,31.00,8.49
12663,488.00,32.00,9.49
12664,489.00,13.00,8.41
12665,489.00,14.00,7.41
12666,489.00,15.00,6.41
12667,489.00,16.00,5.41
12668,489.00,17.00,4.41
12669,489.00,18.00,3.41
12670,489.00,19.00,2.41
12671,489.00,20.00,1.41
12672,489.00,21.00,1.00
12673,489.00,22.00,0.00
12674,489.00,23.00,1.00
12675,489.00,24.00,2.00
12676,489.00,25.00,3.00
12677,489.00,26.00,4.00
12678,489.00,27.00,5.00
12679,489.00,28.00,5.66
12680,489.00,29.00,6.66
12681,489.00,30.00,7.07
12682,489.00,31.00,8.07
12683,489.00,32.00,8.49
12684,489.00,33.00,9.07
12685,490.00,13.00,8.83
12686,490.00,14.00,7.83
12687,490.00,15.00,6.83
12688,490.00,16.00,5.83
12689,490.00,17.00,4.83
12690,490.00,18.00,3.83
12691,490.00,19.00,2.83
12692,490.00,20.00,2.00
12693,490.00,21.00,1.00
12694,490.00,22.00,0.00
12695,490.00,23.00,1.00
12696,490.00,24.00,2.00
12697,490.00,25.00,2.83
12698,490.00,26.00,3.83
12699,490.00,27.00,4.24
12700,490.00,28.00,5.24
12701,490.00,29.00,5.66
12702,490.00,30.00,6.66
12703,490.00,31.00,7.07
12704,490.00,32.00,7.66
12705,490.00,33.00,8.07
12706,490.00,34.00,8.49
12707,491.00,13.00,9.00
12708,491.00,14.00,8.00
12709,491.00,15.00,7.00
12710,491.00,16.00,6.00
12711,491.00,17.00,5.00
12712,491.00,18.00,4.00
12713,491.00,19.00,3.00
12714,491.00,20.00,2.00
12715,491.00,21.00,1.00
12716,491.00,22.00,0.00
12717,491.00,23.00,1.00
12718,491.00,24.00,1.41
12719,491.00,25.00,2.41
12720,491.00,26.00,2.83
12721,491.00,27.00,3.83
12722,491.00,28.00,4.24
12723,491.00,29.00,5.24
12724,491.00,30.00,5.66
12725,491.00,31.00,6.24
12726,491.00,32.00,6.66
12727,491.00,33.00,7.07
12728,491.00,34.00,8.07
12729,491.00,35.00,8.49
12730,491.00,36.00,9.07
12731,492.00,13.00,9.41
12732,492.00,14.00,8.41
12733,492.00,15.00,7.41
12734,492.00,16.00,6.41
12735,492.00,17.00,5.41
12736,492.00,18.00,4.41
12737,492.00,19.00,3.41
12738,492.00,20.00,2.41
12739,492.00,21.00,1.41
12740,492.00,22.00,1.00
12741,492.00,23.00,0.00
12742,492.00,24.00,1.00
12743,492.00,25.00,1.41
12744,492.00,26.00,2.41
12745,492.00,27.00,2.83
12746,492.00,28.00,3.83
12747,492.00,29.00,4.24
12748,492.00,30.00,4.83
12749,492.00,31.00,5.24
12750,492.00,32.00,5.66
12751,492.00,33.00,6.66
12752,492.00,34.00,7.07
12753,492.00,35.00,7.66
12754,492.00,36.00,8.07
12755,492.00,37.00,8.49
12756,493.00,14.00,8.83
12757,493.00,15.00,7.83
12758,493.00,16.00,6.83
12759,493.00,17.00,5.83
12760,493.00,18.00,4.83
12761,493.00,19.00,3.83
12762,493.00,20.00,2.83
12763,493.00,21.00,2.41
12764,493.00,22.00,1.41
12765,493.00,23.00,1.00
12766,493.00,24.00,0.00
12767,493.00,25.00,1.00
12768,493.00,26.00,1.41
12769,493.00,27.00,2.41
12770,493.00,28.00,2.83
12771,493.00,29.00,3.41
12772,493.00,30.00,3.83
12773,493.00,31.00,4.24
12774,493.00,32.00,5.24
12775,493.00,33.00,5.66
12776,493.00,34.00,6.24
12777,493.00,35.00,6.66
12778,493.00,36.00,7.07
12779,493.00,37.00,8.07
12780,493.00,38.00,8.49
12781,494.00,14.00,9.24
12782,494.00,15.00,8.24
12783,494.00,16.00,7.24
12784,494.00,17.00,6.24
12785,494.00,18.00,5.24
12786,494.00,19.00,4.24
12787,494.00,20.00,3.83
12788,494.00,21.00,2.83
12789,494.00,22.00,2.41
12790,494.00,23.00,1.41
12791,494.00,24.00,1.00
12792,494.00,25.00,0.00
12793,494.00,26.00,1.00
12794,494.00,27.00,1.41
12795,494.00,28.00,2.00
12796,494.00,29.00,2.41
12797,494.00,30.00,2.83
12798,494.00,31.00,3.83
12799,494.00,32.00,4.24
12800,494.00,33.00,4.83
12801,494.00,34.00,5.24
12802,494.00,35.00,5.66
12803,494.00,36.00,6.66
12804,494.00,37.00,7.07
12805,494.00,38.00,8.07
12806,494.00,39.00,8.49
12807,494.00,40.00,9.07
12808,495.00,14.00,9.66
12809,495.00,15.00,8.66
12810,495.00,16.00,7.66
12811,495.00,17.00,6.66
12812,495.00,18.00,5.66
12813,495.00,19.00,5.24
12814,495.00,20.00,4.24
12815,495.00,21.00,3.83
12816,495.00,22.00,2.83
12817,495.00,23.00,2.41
12818,495.00,24.00,1.41
12819,495.00,25.00,1.00
12820,495.00,26.00,0.00
12821,495.00,27.00,1.00
12822,495.00,28.00,1.00
12823,495.00,29.00,1.41
12824,495.00,30.00,2.41
12825,495.00,31.00,2.83
12826,495.00,32.00,3.41
12827,495.00,33.00,3.83
12828,495.00,34.00,4.24
12829,495.00,35.00,5.24
12830,495.00,36.00,5.66
12831,495.00,37.00,6.66
12832,495.00,38.00,7.07
12833,495.00,39.00,7.66
12834,495.00,40.00,8.07
12835,495.00,41.00,8.49
12836,496.00,15.00,9.07
12837,496.00,16.00,8.07
12838,496.00,17.00,7.07
12839,496.00,18.00,6.66
12840,496.00,19.00,5.66
12841,496.00,20.00,5.24
12842,496.00,21.00,4.24
12843,496.00,22.00,3.83
12844,496.00,23.00,2.83
12845,496.00,24.00,2.41
12846,496.00,25.00,1.41
12847,496.00,26.00,1.00
12848,496.00,27.00,0.00
12849,496.00,28.00,0.00
12850,496.00,29.00,1.00
12851,496.00,30.00,1.41
12852,496.00,31.00,2.00
12853,496.00,32.00,2.41
12854,496.00,33.00,2.83
12855,496.00,34.00,3.83
12856,496.00,35.00,4.24
12857,496.00,36.00,5.24
12858,496.00,37.00,5.66
12859,496.00,38.00,6.24
12860,496.00,39.00,6.66
12861,496.00,40.00,7.07
12862,496.00,41.00,8.07
12863,496.00,42.00,8.49
12864,497.00,16.00,8.49
12865,497.00,17.00,8.07
12866,497.00,18.00,7.07
12867,497.00,19.00,6.66
12868,497.00,20.00,5.66
12869,497.00,21.00,5.24
12870,497.00,22.00,4.24
12871,497.00,23.00,3.83
12872,497.00,24.00,2.83
12873,497.00,25.00,2.41
12874,497.00,26.00,1.41
12875,497.00,27.00,1.00
12876,497.00,28.00,0.00
12877,497.00,29.00,0.00
12878,497.00,30.00,1.00
12879,497.00,31.00,1.00
12880,497.00,32.00,1.41
12881,497.00,33.00,2.41
12882,497.00,34.00,2.83
12883,497.00,35.00,3.83
12884,497.00,36.00,4.24
12885,497.00,37.00,4.83
12886,497.00,38.00,5.24
12887,497.00,39.00,5.66
12888,497.00,40.00,6.66
12889,497.00,41.00,7.07
12890,497.00,42.00,8.07
12891,497.00,43.00,8.49
12892,497.00,44.00,9.49
12893,498.00,16.00,9.49
12894,498.00,17.00,8.49
12895,498.00,18.00,8.07
12896,498.00,19.00,7.07
12897,498.00,20.00,6.66
12898,498.00,21.00,5.66
12899,498.00,22.00,5.24
12900,498.00,23.00,4.24
12901,498.00,24.00,3.83
12902,498.00,25.00,2.83
12903,498.00,26.00,2.41
12904,498.00,27.00,1.41
12905,498.00,28.00,1.00
12906,498.00,29.00,1.00
12907,498.00,30.00,0.00
12908,498.00,31.00,0.00
12909,498.00,32.00,1.00
12910,498.00,33.00,1.41
12911,498.00,34.00,2.41
12912,498.00,35.00,2.83
12913,498.00,36.00,3.41
12914,498.00,37.00,3.83
12915,498.00,38.00,4.24
12916,498.00,39.00,5.24
12917,498.00,40.00,5.66
12918,498.00,41.00,6.66
12919,498.00,42.00,7.07
12920,498.00,43.00,8.07
12921,498.00,44.00,8.49
12922,498.00,45.00,9.07
12923,499.00,17.00,9.49
12924,499.00,18.00,8.49
12925,499.00,19.00,8.07
12926,499.00,20.00,7.07
12927,499.00,21.00,6.66
12928,499.00,22.00,5.66
12929,499.00,23.00,5.24
12930,499.00,24.00,4.24
12931,499.00,25.00,3.83
12932,499.00,26.00,2.83
12933,499.00,27.00,2.41
12934,499.00,28.00,2.00
12935,499.00,29.00,1.41
12936,499.00,30.00,1.00
12937,499.00,31.00,0.00
12938,499.00,32.00,0.00
12939,499.00,33.00,1.00
12940,499.00,34.00,1.41
12941,499.00,35.00,2.00
12942,499.00,36.00,2.41
12943,499.00,37.00,2.83
12944,499.00,38.00,3.83
12945,499.00,39.00,4.24
12946,499.00,40.00,5.24
12947,499.00,41.00,5.66
12948,499.00,42.00,6.66
12949,499.00,43.00,7.07
12950,499.00,44.00,7.66
12951,499.00,45.00,8.07
12952,499.00,46.00,8.49
12953,500.00,18.00,9.49
12954,500.00,19.00,8.49
12955,500.00,20.00,8.07
12956,500.00,21.00,7.07
12957,500.00,22.00,6.66
12958,500.00,23.00,5.66
12959,500.00,24.00,5.24
12960,500.00,25.00,4.24
12961,500.00,26.00,3.83
12962,500.00,27.00,3.41
12963,500.00,28.00,2.83
12964,500.00,29.00,2.41
12965,500.00,30.00,1.41
12966,500.00,31.00,1.00
12967,500.00,32.00,1.00
12968,500.00,33.00,0.00
12969,500.00,34.00,1.00
12970,500.00,35.00,1.00
12971,500.00,36.00,1.41
12972,500.00,37.00,2.41
12973,500.00,38.00,2.83
12974,500.00,39.00,3.83
12975,500.00,40.00,4.24
12976,500.00,41.00,5.24
12977,500.00,42.00,5.66
12978,500.00,43.00,6.24
12979,500.00,44.00,6.66
12980,500.00,45.00,7.07
12981,500.00,46.00,8.07
12982,500.00,47.00,8.49
12983,500.00,48.00,9.49
12984,501.00,19.00,9.49
12985,501.00,20.00,8.49
12986,501.00,21.00,8.07
12987,501.00,22.00,7.07
12988,501.00,23.00,6.66
12989,501.00,24.00,5.66
12990,501.00,25.00,5.24
12991,501.00,26.00,4.83
12992,501.00,27.00,4.24
12993,501.00,28.00,3.83
12994,501.00,29.00,2.83
12995,501.00,30.00,2.41
12996,501.00,31.00,2.00
12997,501.00,32.00,1.41
12998,501.00,33.00,1.00
12999,501.00,34.00,0.00
13000,501.00,35.00,0.00
13001,501.00,36.00,1.00
13002,501.00,37.00,1.41
13003,501.00,38.00,2.41
13004,501.00,39.00,2.83
13005,501.00,40.00,3.83
13006,501.00,41.00,4.24
13007,501.00,42.00,4.83
13008,501.00,43.00,5.24
13009,501.00,44.00,5.66
13010,501.00,45.00,6.66
13011,501.00,46.00,7.07
13012,501.00,47.00,8.07
13013,501.00,48.00,8.49
13014,501.00,49.00,9.07
13015,502.00,21.00,8.49
13016,502.00,22.00,8.07
13017,502.00,23.00,7.07
13018,502.00,24.00,6.66
13019,502.00,25.00,6.24
13020,502.00,26.00,5.66
13021,502.00,27.00,5.24
13022,502.00,28.00,4.24
13023,502.00,29.00,3.83
13024,502.00,30.00,3.41
13025,502.00,31.00,2.83
13026,502.00,32.00,2.41
13027,502.00,33.00,1.41
13028,502.00,34.00,1.00
13029,502.00,35.00,0.00
13030,502.00,36.00,0.00
13031,502.00,37.00,1.00
13032,502.00,38.00,1.41
13033,502.00,39.00,2.41
13034,502.00,40.00,2.83
13035,502.00,41.00,3.41
13036,502.00,42.00,3.83
13037,502.00,43.00,4.24
13038,502.00,44.00,5.24
13039,502.00,45.00,5.66
13040,502.00,46.00,6.66
13041,502.00,47.00,7.07
13042,502.00,48.00,7.66
13043,502.00,49.00,8.07
13044,502.00,50.00,8.49
13045,503.00,22.00,8.49
13046,503.00,23.00,8.07
13047,503.00,24.00,7.66
13048,503.00,25.00,7.07
13049,503.00,26.00,6.66
13050,503.00,27.00,5.66
13051,503.00,28.00,5.24
13052,503.00,29.00,4.83
13053,503.00,30.00,4.24
13054,503.00,31.00,3.83
13055,503.00,32.00,2.83
13056,503.00,33.00,2.41
13057,503.00,34.00,1.41
13058,503.00,35.00,1.00
13059,503.00,36.00,1.00
13060,503.00,37.00,0.00
13061,503.00,38.00,1.00
13062,503.00,39.00,1.41
13063,503.00,40.00,2.00
13064,503.00,41.00,2.41
13065,503.00,42.00,2.83
13066,503.00,43.00,3.83
13067,503.00,44.00,4.24
13068,503.00,45.00,5.24
13069,503.00,46.00,5.66
13070,503.00,47.00,6.24
13071,503.00,48.00,6.66
13072,503.00,49.00,7.07
13073,503.00,50.00,8.07
13074,503.00,51.00,8.49
13075,503.00,52.00,9.49
13076,504.00,23.00,9.07
13077,504.00,24.00,8.49
13078,504.00,25.00,8.07
13079,504.00,26.00,7.07
13080,504.00,27.00,6.66
13081,504.00,28.00,6.24
13082,504.00,29.00,5.66
13083,504.00,30.00,5.24
13084,504.00,31.00,4.24
13085,504.00,32.00,3.83
13086,504.00,33.00,2.83
13087,504.00,34.00,2.41
13088,504.00,35.00,2.00
13089,504.00,36.00,1.41
13090,504.00,37.00,1.00
13091,504.00,38.00,0.00
13092,504.00,39.00,1.00
13093,504.00,40.00,1.00
13094,504.00,41.00,1.41
13095,504.00,42.00,2.41
13096,504.00,43.00,2.83
13097,504.00,44.00,3.83
13098,504.00,45.00,4.24
13099,504.00,46.00,4.83
13100,504.00,47.00,5.24
13101,504.00,48.00,5.66
13102,504.00,49.00,6.66
13103,504.00,50.00,7.07
13104,504.00,51.00,8.07
13105,504.00,52.00,8.49
13106,504.00,53.00,9.07
13107,505.00,25.00,8.49
13108,505.00,26.00,8.07
13109,505.00,27.00,7.66
13110,505.00,28.00,7.07
13111,505.00,29.00,6.66
13112,505.00,30.00,5.66
13113,505.00,31.00,5.24
13114,505.00,32.00,4.24
13115,505.00,33.00,3.83
13116,505.00,34.00,3.41
13117,505.00,35.00,2.83
13118,505.00,36.00,2.41
13119,505.00,37.00,1.41
13120,505.00,38.00,1.00
13121,505.00,39.00,0.00
13122,505.00,40.00,0.00
13123,505.00,41.00,1.00
13124,505.00,42.00,1.41
13125,505.00,43.00,2.41
13126,505.00,44.00,2.83
13127,505.00,45.00,3.41
13128,505.00,46.00,3.83
13129,505.00,47.00,4.24
13130,505.00,48.00,5.24
13131,505.00,49.00,5.66
13132,505.00,50.00,6.66
13133,505.00,51.00,7.07
13134,505.00,52.00,7.66
13135,505.00,53.00,8.07
13136,505.00,54.00,8.49
13137,506.00,26.00,9.07
13138,506.00,27.00,8.49
13139,506.00,28.00,8.07
13140,506.00,29.00,7.07
13141,506.00,30.00,6.66
13142,506.00,31.00,5.66
13143,506.00,32.00,5.24
13144,506.00,33.00,4.83
13145,506.00,34.00,4.24
13146,506.00,35.00,3.83
13147,506.00,36.00,2.83
13148,506.00,37.00,2.41
13149,506.00,38.00,1.41
13150,506.00,39.00,1.00
13151,506.00,40.00,0.00
13152,506.00,41.00,0.00
13153,506.00,42.00,1.00
13154,506.00,43.00,1.41
13155,506.00,44.00,2.00
13156,506.00,45.00,2.41
13157,506.00,46.00,2.83
13158,506.00,47.00,3.83
13159,506.00,48.00,4.24
13160,506.00,49.00,5.24
13161,506.00,50.00,5.66
13162,506.00,51.00,6.24
13163,506.00,52.00,6.66
13164,506.00,53.00,7.07
13165,506.00,54.00,8.07
13166,506.00,55.00,8.49
13167,506.00,56.00,9.07
13168,507.00,27.00,9.49
13169,507.00,28.00,8.49
13170,507.00,29.00,8.07
13171,507.00,30.00,7.07
13172,507.00,31.00,6.66
13173,507.00,32.00,6.24
13174,507.00,33.00,5.66
13175,507.00,34.00,5.24
13176,507.00,35.00,4.24
13177,507.00,36.00,3.83
13178,507.00,37.00,2.83
13179,507.00,38.00,2.41
13180,507.00,39.00,1.41
13181,507.00,40.00,1.00
13182,507.00,41.00,1.00
13183,507.00,42.00,0.00
13184,507.00,43.00,1.00
13185,507.00,44.00,1.00
13186,507.00,45.00,1.41
13187,507.00,46.00,2.41
13188,507.00,47.00,2.83
13189,507.00,48.00,3.83
13190,507.00,49.00,4.24
13191,507.00,50.00,4.83
13192,507.00,51.00,5.24
13193,507.00,52.00,5.66
13194,507.00,53.00,6.66
13195,507.00,54.00,7.07
13196,507.00,55.00,7.66
13197,507.00,56.00,8.07
13198,507.00,57.00,8.49
13199,508.00,29.00,8.49
13200,508.00,30.00,8.07
13201,508.00,31.00,7.66
13202,508.00,32.00,7.07
13203,508.00,33.00,6.66
13204,508.00,34.00,5.66
13205,508.00,35.00,5.24
13206,508.00,36.00,4.24
13207,508.00,37.00,3.83
13208,508.00,38.00,2.83
13209,508.00,39.00,2.41
13210,508.00,40.00,2.00
13211,508.00,41.00,1.41
13212,508.00,42.00,1.00
13213,508.00,43.00,0.00
13214,508.00,44.00,0.00
13215,508.00,45.00,1.00
13216,508.00,46.00,1.41
13217,508.00,47.00,2.41
13218,508.00,48.00,2.83
13219,508.00,49.00,3.41
13220,508.00,50.00,3.83
13221,508.00,51.00,4.24
13222,508.00,52.00,5.24
13223,508.00,53.00,5.66
13224,508.00,54.00,6.24
13225,508.00,55.00,6.66
13226,508.00,56.00,7.07
13227,508.00,57.00,8.07
13228,508.00,58.00,8.49
13229,508.00,59.00,9.49
13230,509.00,30.00,9.07
13231,509.00,31.00,8.49
13232,509.00,32.00,8.07
13233,509.00,33.00,7.07
13234,509.00,34.00,6.66
13235,509.00,35.00,5.66
13236,509.00,36.00,5.24
13237,509.00,37.00,4.24
13238,509.00,38.00,3.83
13239,509.00,39.00,3.41
13240,509.00,40.00,2.83
13241,509.00,41.00,2.41
13242,509.00,42.00,1.41
13243,509.00,43.00,1.00
13244,509.00,44.00,0.00
13245,509.00,45.00,0.00
13246,509.00,46.00,1.00
13247,509.00,47.00,1.41
13248,509.00,48.00,2.00
13249,509.00,49.00,2.41
13250,509.00,50.00,2.83
13251,509.00,51.00,3.83
13252,509.00,52.00,4.24
13253,509.00,53.00,4.83
13254,509.00,54.00,5.24
13255,509.00,55.00,5.66
13256,509.00,56.00,6.66
13257,509.00,57.00,7.07
13258,509.00,58.00,8.07
13259,509.00,59.00,8.49
13260,509.00,60.00,9.07
13261,510.00,31.00,9.49
13262,510.00,32.00,8.49
13263,510.00,33.00,8.07
13264,510.00,34.00,7.07
13265,510.00,35.00,6.66
13266,510.00,36.00,5.66
13267,510.00,37.00,5.24
13268,510.00,38.00,4.83
13269,510.00,39.00,4.24
13270,510.00,40.00,3.83
13271,510.00,41.00,2.83
13272,510.00,42.00,2.41
13273,510.00,43.00,1.41
13274,510.00,44.00,1.00
13275,510.00,45.00,1.00
13276,510.00,46.00,0.00
13277,510.00,47.00,1.00
13278,510.00,48.00,1.00
13279,510.00,49.00,1.41
13280,510.00,50.00,2.41
13281,510.00,51.00,2.83
13282,510.00,52.00,3.41
13283,510.00,53.00,3.83
13284,510.00,54.00,4.24
13285,510.00,55.00,5.24
13286,510.00,56.00,5.66
13287,510.00,57.00,6.66
13288,510.00,58.00,7.07
13289,510.00,59.00,7.66
13290,510.00,60.00,8.07
13291,510.00,61.00,8.49
13292,510.00,62.00,9.07
13293,511.00,33.00,8.49
13294,511.00,34.00,8.07
13295,511.00,35.00,7.07
13296,511.00,36.00,6.66
13297,511.00,37.00,6.24
13298,511.00,38.00,5.66
13299,511.00,39.00,5.24
13300,511.00,40.00,4.24
13301,511.00,41.00,3.83
13302,511.00,42.00,2.83
13303,511.00,43.00,2.41
13304,511.00,44.00,2.00
13305,511.00,45.00,1.41
13306,511.00,46.00,1.00
13307,511.00,47.00,0.00
13308,511.00,48.00,0.00
13309,511.00,49.00,1.00
13310,511.00,50.00,1.41
13311,511.00,51.00,2.00
13312,511.00,52.00,2.41
13313,511.00,53.00,2.83
13314,511.00,54.00,3.83
13315,511.00,55.00,4.24
13316,511.00,56.00,5.24
13317,511.00,57.00,5.66
13318,511.00,58.00,6.24
13319,511.00,59.00,6.66
13320,511.00,60.00,7.07
13321,511.00,61.00,7.66
13322,511.00,62.00,8.07
13323,511.00,63.00,8.49
13324,511.00,64.00,9.49
13325,512.00,34.00,8.49
13326,512.00,35.00,8.07
13327,512.00,36.00,7.66
13328,512.00,37.00,7.07
13329,512.00,38.00,6.66
13330,512.00,39.00,5.66
13331,512.00,40.00,5.24
13332,512.00,41.00,4.24
13333,512.00,42.00,3.83
13334,512.00,43.00,3.41
13335,512.00,44.00,2.83
13336,512.00,45.00,2.41
13337,512.00,46.00,1.41
13338,512.00,47.00,1.00
13339,512.00,48.00,0.00
13340,512.00,49.00,0.00
13341,512.00,50.00,1.00
13342,512.00,51.00,1.00
13343,512.00,52.00,1.41
13344,512.00,53.00,2.41
13345,512.00,54.00,2.83
13346,512.00,55.00,3.83
13347,512.00,56.00,4.24
13348,512.00,57.00,4.83
13349,512.00,58.00,5.24
13350,512.00,59.00,5.66
13351,512.00,60.00,6.24
13352,512.00,61.00,6.66
13353,512.00,62.00,7.07
13354,512.00,63.00,8.07
13355,512.00,64.00,8.49
13356,512.00,65.00,9.07
13357,512.00,66.00,9.49
13358,513.00,35.00,9.07
13359,513.00,36.00,8.49
13360,513.00,37.00,8.07
13361,513.00,38.00,7.07
13362,513.00,39.00,6.66
13363,513.00,40.00,5.66
13364,513.00,41.00,5.24
13365,513.00,42.00,4.83
13366,513.00,43.00,4.24
13367,513.00,44.00,3.83
13368,513.00,45.00,2.83
13369,513.00,46.00,2.41
13370,513.00,47.00,1.41
13371,513.00,48.00,1.00
13372,513.00,49.00,1.00
13373,513.00,50.00,0.00
13374,513.00,51.00,0.00
13375,513.00,52.00,1.00
13376,513.00,53.00,1.41
13377,513.00,54.00,2.41
13378,513.00,55.00,2.83
13379,513.00,56.00,3.41
13380,513.00,57.00,3.83
13381,513.00,58.00,4.24
13382,513.00,59.00,4.83
13383,513.00,60.00,5.24
13384,513.00,61.00,5.66
13385,513.00,62.00,6.66
13386,513.00,63.00,7.07
13387,513.00,64.00,7.66
13388,513.00,65.00,8.07
13389,513.00,66.00,8.49
13390,513.00,67.00,9.07
13391,514.00,37.00,8.49
13392,514.00,38.00,8.07
13393,514.00,39.00,7.07
13394,514.00,40.00,6.66
13395,514.00,41.00,6.24
13396,514.00,42.00,5.66
13397,514.00,43.00,5.24
13398,514.00,44.00,4.24
13399,514.00,45.00,3.83
13400,514.00,46.00,2.83
13401,514.00,47.00,2.41
13402,514.00,48.00,2.00
13403,514.00,49.00,1.41
13404,514.00,50.00,1.00
13405,514.00,51.00,0.00
13406,514.00,52.00,0.00
13407,514.00,53.00,1.00
13408,514.00,54.00,1.41
13409,514.00,55.00,2.00
13410,514.00,56.00,2.41
13411,514.00,57.00,2.83
13412,514.00,58.00,3.41
13413,514.00,59.00,3.83
13414,514.00,60.00,4.24
13415,514.00,61.00,5.24
13416,514.00,62.00,5.66
13417,514.00,63.00,6.24
13418,514.00,64.00,6.66
13419,514.00,65.00,7.07
13420,514.00,66.00,7.66
13421,514.00,67.00,8.07
13422,514.00,68.00,8.49
13423,514.00,69.00,9.00
13424,514.00,70.00,9.41
13425,515.00,38.00,8.49
13426,515.00,39.00,8.07
13427,515.00,40.00,7.66
13428,515.00,41.00,7.07
13429,515.00,42.00,6.66
13430,515.00,43.00,5.66
13431,515.00,44.00,5.24
13432,515.00,45.00,4.24
13433,515.00,46.00,3.83
13434,515.00,47.00,3.41
13435,515.00,48.00,2.83
13436,515.00,49.00,2.41
13437,515.00,50.00,1.41
13438,515.00,51.00,1.00
13439,515.00,52.00,1.00
13440,515.00,53.00,0.00
13441,515.00,54.00,1.00
13442,515.00,55.00,1.00
13443,515.00,56.00,1.41
13444,515.00,57.00,2.00
13445,515.00,58.00,2.41
13446,515.00,59.00,2.83
13447,515.00,60.00,3.83
13448,515.00,61.00,4.24
13449,515.00,62.00,4.83
13450,515.00,63.00,5.24
13451,515.00,64.00,5.66
13452,515.00,65.00,6.24
13453,515.00,66.00,6.66
13454,515.00,67.00,7.07
13455,515.00,68.00,7.66
13456,515.00,69.00,8.00
13457,515.00,70.00,8.41
13458,515.00,71.00,8.83
13459,515.00,72.00,9.24
13460,516.00,39.00,9.07
13461,516.00,40.00,8.49
13462,516.00,41.00,8.07
13463,516.00,42.00,7.07
13464,516.00,43.00,6.66
13465,516.00,44.00,5.66
13466,516.00,45.00,5.24
13467,516.00,46.00,4.83
13468,516.00,47.00,4.24
13469,516.00,48.00,3.83
13470,516.00,49.00,2.83
13471,516.00,50.00,2.41
13472,516.00,51.00,2.00
13473,516.00,52.00,1.41
13474,516.00,53.00,1.00
13475,516.00,54.00,0.00
13476,516.00,55.00,0.00
13477,516.00,56.00,1.00
13478,516.00,57.00,1.00
13479,516.00,58.00,1.41
13480,516.00,59.00,2.41
13481,516.00,60.00,2.83
13482,516.00,61.00,3.41
13483,516.00,62.00,3.83
13484,516.00,63.00,4.24
13485,516.00,64.00,4.83
13486,516.00,65.00,5.24
13487,516.00,66.00,5.66
13488,516.00,67.00,6.24
13489,516.00,68.00,6.66
13490,516.00,69.00,7.00
13491,516.00,70.00,7.41
13492,516.00,71.00,7.83
13493,516.00,72.00,8.24
13494,516.00,73.00,8.66
13495,516.00,74.00,9.07
13496,517.00,41.00,8.49
13497,517.00,42.00,8.07
13498,517.00,43.00,7.07
13499,517.00,44.00,6.66
13500,517.00,45.00,6.24
13501,517.00,46.00,5.66
13502,517.00,47.00,5.24
13503,517.00,48.00,4.24
13504,517.00,49.00,3.83
13505,517.00,50.00,3.41
13506,517.00,51.00,2.83
13507,517.00,52.00,2.41
13508,517.00,53.00,1.41
13509,517.00,54.00,1.00
13510,517.00,55.00,1.00
13511,517.00,56.00,0.00
13512,517.00,57.00,0.00
13513,517.00,58.00,1.00
13514,517.00,59.00,1.41
13515,517.00,60.00,2.00
13516,517.00,61.00,2.41
13517,517.00,62.00,2.83
13518,517.00,63.00,3.41
13519,517.00,64.00,3.83
13520,517.00,65.00,4.24
13521,517.00,66.00,4.83
13522,517.00,67.00,5.24
13523,517.00,68.00,5.66
13524,517.00,69.00,6.00
13525,517.00,70.00,6.41
13526,517.00,71.00,6.83
13527,517.00,72.00,7.24
13528,517.00,73.00,7.66
13529,517.00,74.00,8.07
13530,517.00,75.00,8.49
13531,517.00,76.00,9.07
13532,518.00,42.00,8.49
13533,518.00,43.00,8.07
13534,518.00,44.00,7.66
13535,518.00,45.00,7.07
13536,518.00,46.00,6.66
13537,518.00,47.00,5.66
13538,518.00,48.00,5.24
13539,518.00,49.00,4.83
13540,518.00,50.00,4.24
13541,518.00,51.00,3.83
13542,518.00,52.00,2.83
13543,518.00,53.00,2.41
13544,518.00,54.00,2.00
13545,518.00,55.00,1.41
13546,518.00,56.00,1.00
13547,518.00,57.00,0.00
13548,518.00,58.00,0.00
13549,518.00,59.00,1.00
13550,518.00,60.00,1.00
13551,518.00,61.00,1.41
13552,518.00,62.00,2.00
13553,518.00,63.00,2.41
13554,518.00,64.00,2.83
13555,518.00,65.00,3.41
